event_id,learner_id,course_id,activity_date,days_since_enrollment,returned_flag
R000634,L01991,C006,2024-07-07,7,0
R000635,L01991,C006,2024-07-14,14,0
R000636,L01991,C006,2024-07-30,30,0
R000637,L02351,C004,2024-12-16,1,0
R000638,L02351,C004,2024-12-22,7,0
R000639,L02351,C004,2024-12-29,14,0
R000640,L02351,C004,2025-01-14,30,0
R000641,L02543,C005,2024-03-17,1,1
R000642,L02543,C005,2024-03-23,7,1
R000643,L02543,C005,2024-03-30,14,1
R000644,L02543,C005,2024-04-15,30,1
R000645,L02958,C001,2025-11-08,1,1
R000646,L02958,C001,2025-11-14,7,1
R000647,L02958,C001,2025-11-21,14,1
R000648,L02958,C001,2025-12-07,30,1
R000649,L03899,C007,2024-05-11,1,1
R000650,L03899,C007,2024-05-17,7,1
R000651,L03899,C007,2024-05-24,14,1
R000652,L03899,C007,2024-06-09,30,1
R000653,L02152,C008,2025-12-28,1,1
R000654,L02152,C008,2026-01-03,7,1
R000655,L02152,C008,2026-01-10,14,1
R000656,L02152,C008,2026-01-26,30,0
R000657,L02520,C001,2024-06-24,1,1
R000658,L02520,C001,2024-06-30,7,1
R000659,L02520,C001,2024-07-07,14,1
R000660,L02520,C001,2024-07-23,30,1
R000661,L00860,C005,2025-02-07,1,0
R000662,L00860,C005,2025-02-13,7,0
R000663,L00860,C005,2025-02-20,14,0
R000664,L00860,C005,2025-03-08,30,0
R000665,L03411,C009,2025-11-04,1,0
R000666,L03411,C009,2025-11-10,7,0
R000667,L03411,C009,2025-11-17,14,0
R000668,L03411,C009,2025-12-03,30,0
R000669,L02575,C007,2024-12-02,1,0
R000670,L02575,C007,2024-12-08,7,0
R000671,L02575,C007,2024-12-15,14,0
R000672,L02575,C007,2024-12-31,30,0
R000673,L02068,C004,2025-03-31,1,1
R000674,L02068,C004,2025-04-06,7,0
R000675,L02068,C004,2025-04-13,14,0
R000676,L02068,C004,2025-04-29,30,0
R000677,L04033,C008,2024-05-23,1,0
R000678,L04033,C008,2024-05-29,7,0
R000679,L04033,C008,2024-06-05,14,0
R000680,L04033,C008,2024-06-21,30,0
R000681,L03149,C008,2025-01-10,1,1
R000682,L03149,C008,2025-01-16,7,1
R000683,L03149,C008,2025-01-23,14,1
R000684,L03149,C008,2025-02-08,30,1
R000685,L02167,C003,2025-06-09,1,0
R000686,L02167,C003,2025-06-15,7,0
R000687,L02167,C003,2025-06-22,14,0
R000688,L02167,C003,2025-07-08,30,0
R000689,L00232,C004,2024-11-20,1,0
R000690,L00232,C004,2024-11-26,7,0
R000691,L00232,C004,2024-12-03,14,0
R000692,L00232,C004,2024-12-19,30,0
R000693,L04142,C009,2025-03-29,1,1
R000694,L04142,C009,2025-04-04,7,1
R000695,L04142,C009,2025-04-11,14,1
R000696,L04142,C009,2025-04-27,30,1
R000697,L03700,C001,2024-05-05,1,1
R000698,L03700,C001,2024-05-11,7,1
R000699,L03700,C001,2024-05-18,14,1
R000700,L03700,C001,2024-06-03,30,1
R000701,L01750,C003,2024-03-01,1,0
R000702,L01750,C003,2024-03-07,7,0
R000703,L01750,C003,2024-03-14,14,0
R000704,L01750,C003,2024-03-30,30,0
R000705,L00708,C007,2025-12-28,1,0
R000706,L00708,C007,2026-01-03,7,0
R000707,L00708,C007,2026-01-10,14,0
R000708,L00708,C007,2026-01-26,30,0
R000709,L01228,C001,2025-10-21,1,0
R000710,L01228,C001,2025-10-27,7,0
R000711,L01228,C001,2025-11-03,14,0
R000712,L01228,C001,2025-11-19,30,0
R000713,L01272,C004,2024-08-13,1,1
R000714,L01272,C004,2024-08-19,7,1
R000715,L01272,C004,2024-08-26,14,1
R000716,L01272,C004,2024-09-11,30,1
R000717,L01709,C002,2024-09-14,1,1
R000718,L01709,C002,2024-09-20,7,1
R000719,L01709,C002,2024-09-27,14,1
R000720,L01709,C002,2024-10-13,30,1
R000721,L02915,C008,2024-04-18,1,0
R000722,L02915,C008,2024-04-24,7,0
R000723,L02915,C008,2024-05-01,14,0
R000724,L02915,C008,2024-05-17,30,0
R000725,L00214,C004,2025-12-31,1,0
R000726,L00214,C004,2026-01-06,7,0
R000727,L00214,C004,2026-01-13,14,0
R000728,L00214,C004,2026-01-29,30,0
R000729,L00660,C004,2025-01-18,1,1
R000730,L00660,C004,2025-01-24,7,1
R000731,L00660,C004,2025-01-31,14,1
R000732,L00660,C004,2025-02-16,30,1
R000733,L01237,C005,2025-04-18,1,1
R000734,L01237,C005,2025-04-24,7,1
R000735,L01237,C005,2025-05-01,14,1
R000736,L01237,C005,2025-05-17,30,1
R000737,L00005,C006,2025-05-19,1,0
R000738,L00005,C006,2025-05-25,7,0
R000739,L00005,C006,2025-06-01,14,0
R000740,L00005,C006,2025-06-17,30,0
R000741,L00943,C009,2025-05-11,1,0
R000742,L00943,C009,2025-05-17,7,0
R000743,L00943,C009,2025-05-24,14,0
R000744,L00943,C009,2025-06-09,30,0
R000745,L03833,C006,2025-06-09,1,1
R000746,L03833,C006,2025-06-15,7,1
R000747,L03833,C006,2025-06-22,14,1
R000748,L03833,C006,2025-07-08,30,0
R000749,L03339,C004,2025-07-18,1,0
R000750,L03339,C004,2025-07-24,7,0
R000751,L03339,C004,2025-07-31,14,0
R000752,L03339,C004,2025-08-16,30,0
R000753,L00408,C004,2025-12-28,1,0
R000754,L00408,C004,2026-01-03,7,0
R000755,L00408,C004,2026-01-10,14,0
R000756,L00408,C004,2026-01-26,30,0
R000757,L02696,C009,2025-01-03,1,1
R000758,L02696,C009,2025-01-09,7,1
R000759,L02696,C009,2025-01-16,14,0
R000760,L02696,C009,2025-02-01,30,1
R000761,L03167,C002,2025-11-14,1,1
R000762,L03167,C002,2025-11-20,7,1
R000763,L03167,C002,2025-11-27,14,1
R000764,L03167,C002,2025-12-13,30,1
R000765,L01585,C010,2024-10-16,1,1
R000766,L01585,C010,2024-10-22,7,1
R000767,L01585,C010,2024-10-29,14,0
R000768,L01585,C010,2024-11-14,30,0
R000769,L01594,C010,2024-04-13,1,0
R000770,L01594,C010,2024-04-19,7,0
R000771,L01594,C010,2024-04-26,14,0
R000772,L01594,C010,2024-05-12,30,0
R000773,L03441,C003,2024-08-16,1,0
R000774,L03441,C003,2024-08-22,7,0
R000775,L03441,C003,2024-08-29,14,0
R000776,L03441,C003,2024-09-14,30,0
R000777,L04006,C007,2024-06-18,1,1
R000778,L04006,C007,2024-06-24,7,1
R000779,L04006,C007,2024-07-01,14,1
R000780,L04006,C007,2024-07-17,30,0
R000781,L00921,C001,2025-12-17,1,1
R000782,L00921,C001,2025-12-23,7,1
R000783,L00921,C001,2025-12-30,14,1
R000784,L00921,C001,2026-01-15,30,1
R000785,L01959,C003,2024-12-01,1,1
R000786,L01959,C003,2024-12-07,7,1
R000787,L01959,C003,2024-12-14,14,1
R000788,L01959,C003,2024-12-30,30,1
R000789,L00737,C006,2024-12-06,1,1
R000790,L00737,C006,2024-12-12,7,1
R000791,L00737,C006,2024-12-19,14,1
R000792,L00737,C006,2025-01-04,30,0
R000793,L02353,C010,2025-05-19,1,1
R000794,L02353,C010,2025-05-25,7,1
R000795,L02353,C010,2025-06-01,14,0
R000796,L02353,C010,2025-06-17,30,0
R000797,L01388,C010,2025-12-01,1,1
R000798,L01388,C010,2025-12-07,7,0
R000799,L01388,C010,2025-12-14,14,0
R000800,L01388,C010,2025-12-30,30,0
R000801,L00329,C010,2025-12-31,1,0
R000802,L00329,C010,2026-01-06,7,0
R000803,L00329,C010,2026-01-13,14,0
R000804,L00329,C010,2026-01-29,30,0
R000805,L03612,C004,2025-12-27,1,0
R000806,L03612,C004,2026-01-02,7,0
R000807,L03612,C004,2026-01-09,14,0
R000808,L03612,C004,2026-01-25,30,0
R000809,L03287,C004,2024-02-21,1,1
R000810,L03287,C004,2024-02-27,7,1
R000811,L03287,C004,2024-03-05,14,1
R000812,L03287,C004,2024-03-21,30,0
R000813,L00887,C003,2024-07-08,1,0
R000814,L00887,C003,2024-07-14,7,0
R000815,L00887,C003,2024-07-21,14,0
R000816,L00887,C003,2024-08-06,30,0
R000817,L02146,C003,2024-12-03,1,0
R000818,L02146,C003,2024-12-09,7,0
R000819,L02146,C003,2024-12-16,14,0
R000820,L02146,C003,2025-01-01,30,0
R000821,L02930,C009,2025-07-20,1,0
R000822,L02930,C009,2025-07-26,7,0
R000823,L02930,C009,2025-08-02,14,0
R000824,L02930,C009,2025-08-18,30,0
R000825,L03506,C005,2025-11-09,1,0
R000826,L03506,C005,2025-11-15,7,0
R000827,L03506,C005,2025-11-22,14,0
R000828,L03506,C005,2025-12-08,30,0
R000829,L02214,C006,2025-04-22,1,1
R000830,L02214,C006,2025-04-28,7,0
R000831,L02214,C006,2025-05-05,14,0
R000832,L02214,C006,2025-05-21,30,0
R000833,L02407,C010,2025-05-12,1,0
R000834,L02407,C010,2025-05-18,7,0
R000835,L02407,C010,2025-05-25,14,0
R000836,L02407,C010,2025-06-10,30,0
R000837,L02084,C009,2025-07-08,1,0
R000838,L02084,C009,2025-07-14,7,0
R000839,L02084,C009,2025-07-21,14,0
R000840,L02084,C009,2025-08-06,30,0
R000841,L00972,C002,2025-09-17,1,1
R000842,L00972,C002,2025-09-23,7,1
R000843,L00972,C002,2025-09-30,14,1
R000844,L00972,C002,2025-10-16,30,1
R000845,L01365,C006,2025-09-13,1,0
R000846,L01365,C006,2025-09-19,7,0
R000847,L01365,C006,2025-09-26,14,0
R000848,L01365,C006,2025-10-12,30,0
R000849,L02484,C003,2025-04-19,1,1
R000850,L02484,C003,2025-04-25,7,1
R000851,L02484,C003,2025-05-02,14,1
R000852,L02484,C003,2025-05-18,30,0
R000853,L02981,C009,2024-04-17,1,1
R000854,L02981,C009,2024-04-23,7,0
R000855,L02981,C009,2024-04-30,14,1
R000856,L02981,C009,2024-05-16,30,0
R000857,L02282,C006,2025-12-13,1,0
R000858,L02282,C006,2025-12-19,7,0
R000859,L02282,C006,2025-12-26,14,0
R000860,L02282,C006,2026-01-11,30,0
R000861,L02397,C002,2025-07-20,1,1
R000862,L02397,C002,2025-07-26,7,1
R000863,L02397,C002,2025-08-02,14,1
R000864,L02397,C002,2025-08-18,30,1
R000865,L01956,C001,2024-07-27,1,1
R000866,L01956,C001,2024-08-02,7,1
R000867,L01956,C001,2024-08-09,14,1
R000868,L01956,C001,2024-08-25,30,1
R000869,L02514,C009,2025-11-01,1,0
R000870,L02514,C009,2025-11-07,7,0
R000871,L02514,C009,2025-11-14,14,0
R000872,L02514,C009,2025-11-30,30,0
R000873,L00492,C001,2025-07-14,1,1
R000874,L00492,C001,2025-07-20,7,1
R000875,L00492,C001,2025-07-27,14,1
R000876,L00492,C001,2025-08-12,30,1
R000877,L03460,C006,2025-01-09,1,0
R000878,L03460,C006,2025-01-15,7,0
R000879,L03460,C006,2025-01-22,14,0
R000880,L03460,C006,2025-02-07,30,0
R000881,L02804,C003,2025-08-24,1,1
R000882,L02804,C003,2025-08-30,7,1
R000883,L02804,C003,2025-09-06,14,1
R000884,L02804,C003,2025-09-22,30,0
R000885,L03540,C004,2024-05-21,1,0
R000886,L03540,C004,2024-05-27,7,0
R000887,L03540,C004,2024-06-03,14,0
R000888,L03540,C004,2024-06-19,30,0
R000889,L04001,C001,2025-11-02,1,1
R000890,L04001,C001,2025-11-08,7,1
R000891,L04001,C001,2025-11-15,14,1
R000892,L04001,C001,2025-12-01,30,0
R000893,L01016,C007,2025-02-09,1,1
R000894,L01016,C007,2025-02-15,7,1
R000895,L01016,C007,2025-02-22,14,1
R000896,L01016,C007,2025-03-10,30,1
R000897,L01086,C001,2025-03-17,1,0
R000898,L01086,C001,2025-03-23,7,0
R000899,L01086,C001,2025-03-30,14,1
R000900,L01086,C001,2025-04-15,30,0
R000901,L00459,C003,2024-08-04,1,0
R000902,L00459,C003,2024-08-10,7,0
R000903,L00459,C003,2024-08-17,14,0
R000904,L00459,C003,2024-09-02,30,0
R000905,L00648,C004,2024-08-17,1,1
R000906,L00648,C004,2024-08-23,7,1
R000907,L00648,C004,2024-08-30,14,1
R000908,L00648,C004,2024-09-15,30,1
R000909,L02483,C009,2024-05-12,1,0
R000910,L02483,C009,2024-05-18,7,0
R000911,L02483,C009,2024-05-25,14,0
R000912,L02483,C009,2024-06-10,30,0
R000913,L00808,C002,2025-08-30,1,1
R000914,L00808,C002,2025-09-05,7,1
R000915,L00808,C002,2025-09-12,14,1
R000916,L00808,C002,2025-09-28,30,1
R000917,L02709,C003,2025-06-08,1,1
R000918,L02709,C003,2025-06-14,7,0
R000919,L02709,C003,2025-06-21,14,0
R000920,L02709,C003,2025-07-07,30,0
R000921,L02979,C008,2024-03-24,1,0
R000922,L02979,C008,2024-03-30,7,0
R000923,L02979,C008,2024-04-06,14,0
R000924,L02979,C008,2024-04-22,30,0
R000925,L02626,C009,2024-06-11,1,0
R000926,L02626,C009,2024-06-17,7,0
R000927,L02626,C009,2024-06-24,14,0
R000928,L02626,C009,2024-07-10,30,0
R000929,L02963,C006,2025-11-25,1,0
R000930,L02963,C006,2025-12-01,7,0
R000931,L02963,C006,2025-12-08,14,0
R000932,L02963,C006,2025-12-24,30,0
R000933,L04044,C009,2024-09-02,1,1
R000934,L04044,C009,2024-09-08,7,1
R000935,L04044,C009,2024-09-15,14,1
R000936,L04044,C009,2024-10-01,30,1
R000937,L00757,C002,2024-04-28,1,1
R000938,L00757,C002,2024-05-04,7,1
R000939,L00757,C002,2024-05-11,14,1
R000940,L00757,C002,2024-05-27,30,0
R000941,L03075,C004,2025-11-03,1,0
R000942,L03075,C004,2025-11-09,7,0
R000943,L03075,C004,2025-11-16,14,0
R000944,L03075,C004,2025-12-02,30,0
R000945,L02478,C004,2025-02-18,1,0
R000946,L02478,C004,2025-02-24,7,0
R000947,L02478,C004,2025-03-03,14,0
R000948,L02478,C004,2025-03-19,30,0
R000949,L04006,C004,2024-07-10,1,1
R000950,L04006,C004,2024-07-16,7,1
R000951,L04006,C004,2024-07-23,14,1
R000952,L04006,C004,2024-08-08,30,1
R000953,L00960,C004,2025-12-31,1,0
R000954,L00960,C004,2026-01-06,7,0
R000955,L00960,C004,2026-01-13,14,0
R000956,L00960,C004,2026-01-29,30,0
R000957,L02880,C003,2025-08-13,1,0
R000958,L02880,C003,2025-08-19,7,0
R000959,L02880,C003,2025-08-26,14,0
R000960,L02880,C003,2025-09-11,30,0
R000961,L01637,C007,2024-06-08,1,1
R000962,L01637,C007,2024-06-14,7,1
R000963,L01637,C007,2024-06-21,14,1
R000964,L01637,C007,2024-07-07,30,0
R000965,L01694,C005,2025-10-12,1,1
R000966,L01694,C005,2025-10-18,7,1
R000967,L01694,C005,2025-10-25,14,1
R000968,L01694,C005,2025-11-10,30,0
R000969,L03687,C009,2024-11-07,1,0
R000970,L03687,C009,2024-11-13,7,0
R000971,L03687,C009,2024-11-20,14,0
R000972,L03687,C009,2024-12-06,30,0
R000973,L00033,C002,2025-05-22,1,1
R000974,L00033,C002,2025-05-28,7,1
R000975,L00033,C002,2025-06-04,14,1
R000976,L00033,C002,2025-06-20,30,0
R000977,L02956,C002,2024-04-05,1,0
R000978,L02956,C002,2024-04-11,7,0
R000979,L02956,C002,2024-04-18,14,0
R000980,L02956,C002,2024-05-04,30,0
R000981,L01735,C008,2024-06-25,1,1
R000982,L01735,C008,2024-07-01,7,1
R000983,L01735,C008,2024-07-08,14,1
R000984,L01735,C008,2024-07-24,30,1
R000985,L04002,C009,2025-05-16,1,1
R000986,L04002,C009,2025-05-22,7,1
R000987,L04002,C009,2025-05-29,14,1
R000988,L04002,C009,2025-06-14,30,1
R000989,L03841,C009,2024-10-30,1,0
R000990,L03841,C009,2024-11-05,7,0
R000991,L03841,C009,2024-11-12,14,0
R000992,L03841,C009,2024-11-28,30,0
R000993,L01099,C004,2025-08-10,1,0
R000994,L01099,C004,2025-08-16,7,1
R000995,L01099,C004,2025-08-23,14,1
R000996,L01099,C004,2025-09-08,30,1
R000997,L03997,C003,2025-08-19,1,1
R000998,L03997,C003,2025-08-25,7,1
R000999,L03997,C003,2025-09-01,14,0
R001000,L03997,C003,2025-09-17,30,1
R001001,L03105,C007,2025-08-22,1,0
R001002,L03105,C007,2025-08-28,7,0
R001003,L03105,C007,2025-09-04,14,0
R001004,L03105,C007,2025-09-20,30,0
R001005,L01163,C005,2024-06-02,1,1
R001006,L01163,C005,2024-06-08,7,1
R001007,L01163,C005,2024-06-15,14,0
R001008,L01163,C005,2024-07-01,30,1
R001009,L01407,C007,2025-05-17,1,1
R001010,L01407,C007,2025-05-23,7,1
R001011,L01407,C007,2025-05-30,14,1
R001012,L01407,C007,2025-06-15,30,0
R001013,L02082,C007,2024-07-07,1,0
R001014,L02082,C007,2024-07-13,7,0
R001015,L02082,C007,2024-07-20,14,0
R001016,L02082,C007,2024-08-05,30,0
R001017,L01268,C002,2024-05-14,1,0
R001018,L01268,C002,2024-05-20,7,0
R001019,L01268,C002,2024-05-27,14,0
R001020,L01268,C002,2024-06-12,30,0
R001021,L02313,C008,2025-01-03,1,0
R001022,L02313,C008,2025-01-09,7,0
R001023,L02313,C008,2025-01-16,14,0
R001024,L02313,C008,2025-02-01,30,0
R001025,L02308,C008,2024-06-12,1,0
R001026,L02308,C008,2024-06-18,7,0
R001027,L02308,C008,2024-06-25,14,0
R001028,L02308,C008,2024-07-11,30,0
R001029,L00856,C007,2024-11-12,1,0
R001030,L00856,C007,2024-11-18,7,1
R001031,L00856,C007,2024-11-25,14,1
R001032,L00856,C007,2024-12-11,30,1
R001033,L00730,C006,2024-05-25,1,0
R001034,L00730,C006,2024-05-31,7,0
R001035,L00730,C006,2024-06-07,14,0
R001036,L00730,C006,2024-06-23,30,0
R001037,L03365,C008,2024-06-29,1,0
R001038,L03365,C008,2024-07-05,7,0
R001039,L03365,C008,2024-07-12,14,0
R001040,L03365,C008,2024-07-28,30,0
R001041,L00900,C010,2025-09-13,1,1
R001042,L00900,C010,2025-09-19,7,1
R001043,L00900,C010,2025-09-26,14,0
R001044,L00900,C010,2025-10-12,30,1
R001045,L00612,C002,2024-06-01,1,0
R001046,L00612,C002,2024-06-07,7,0
R001047,L00612,C002,2024-06-14,14,0
R001048,L00612,C002,2024-06-30,30,0
R001049,L03498,C006,2024-06-14,1,0
R001050,L03498,C006,2024-06-20,7,0
R001051,L03498,C006,2024-06-27,14,0
R001052,L03498,C006,2024-07-13,30,0
R001053,L00091,C009,2025-12-10,1,0
R001054,L00091,C009,2025-12-16,7,0
R001055,L00091,C009,2025-12-23,14,0
R001056,L00091,C009,2026-01-08,30,0
R001057,L01114,C008,2025-05-16,1,0
R001058,L01114,C008,2025-05-22,7,0
R001059,L01114,C008,2025-05-29,14,0
R001060,L01114,C008,2025-06-14,30,0
R001061,L03277,C009,2025-11-13,1,1
R001062,L03277,C009,2025-11-19,7,1
R001063,L03277,C009,2025-11-26,14,1
R001064,L03277,C009,2025-12-12,30,1
R001065,L03732,C003,2025-10-06,1,1
R001066,L03732,C003,2025-10-12,7,1
R001067,L03732,C003,2025-10-19,14,1
R001068,L03732,C003,2025-11-04,30,1
R001069,L03352,C007,2024-11-13,1,0
R001070,L03352,C007,2024-11-19,7,0
R001071,L03352,C007,2024-11-26,14,0
R001072,L03352,C007,2024-12-12,30,0
R001073,L00501,C010,2024-10-16,1,1
R001074,L00501,C010,2024-10-22,7,1
R001075,L00501,C010,2024-10-29,14,1
R001076,L00501,C010,2024-11-14,30,1
R001077,L03857,C010,2025-05-20,1,1
R001078,L03857,C010,2025-05-26,7,1
R001079,L03857,C010,2025-06-02,14,0
R001080,L03857,C010,2025-06-18,30,0
R001081,L02008,C010,2025-09-25,1,1
R001082,L02008,C010,2025-10-01,7,1
R001083,L02008,C010,2025-10-08,14,1
R001084,L02008,C010,2025-10-24,30,1
R001085,L03245,C008,2025-12-28,1,0
R001086,L03245,C008,2026-01-03,7,0
R001087,L03245,C008,2026-01-10,14,0
R001088,L03245,C008,2026-01-26,30,0
R001089,L00424,C009,2025-12-01,1,1
R001090,L00424,C009,2025-12-07,7,1
R001091,L00424,C009,2025-12-14,14,0
R001092,L00424,C009,2025-12-30,30,1
R001093,L03188,C008,2024-03-26,1,1
R001094,L03188,C008,2024-04-01,7,1
R001095,L03188,C008,2024-04-08,14,1
R001096,L03188,C008,2024-04-24,30,1
R001097,L02505,C010,2025-02-21,1,1
R001098,L02505,C010,2025-02-27,7,1
R001099,L02505,C010,2025-03-06,14,1
R001100,L02505,C010,2025-03-22,30,1
R001101,L00660,C003,2024-12-31,1,0
R001102,L00660,C003,2025-01-06,7,0
R001103,L00660,C003,2025-01-13,14,0
R001104,L00660,C003,2025-01-29,30,0
R001105,L01631,C003,2025-12-27,1,0
R001106,L01631,C003,2026-01-02,7,0
R001107,L01631,C003,2026-01-09,14,0
R001108,L01631,C003,2026-01-25,30,0
R001109,L00070,C004,2025-11-17,1,0
R001110,L00070,C004,2025-11-23,7,0
R001111,L00070,C004,2025-11-30,14,0
R001112,L00070,C004,2025-12-16,30,0
R001113,L00989,C010,2025-02-05,1,0
R001114,L00989,C010,2025-02-11,7,0
R001115,L00989,C010,2025-02-18,14,1
R001116,L00989,C010,2025-03-06,30,1
R001117,L02389,C006,2024-03-12,1,0
R001118,L02389,C006,2024-03-18,7,0
R001119,L02389,C006,2024-03-25,14,0
R001120,L02389,C006,2024-04-10,30,0
R001121,L00416,C001,2025-08-25,1,1
R001122,L00416,C001,2025-08-31,7,1
R001123,L00416,C001,2025-09-07,14,1
R001124,L00416,C001,2025-09-23,30,0
R001125,L04043,C005,2024-10-21,1,0
R001126,L04043,C005,2024-10-27,7,0
R001127,L04043,C005,2024-11-03,14,0
R001128,L04043,C005,2024-11-19,30,0
R001129,L03564,C002,2025-10-18,1,1
R001130,L03564,C002,2025-10-24,7,1
R001131,L03564,C002,2025-10-31,14,1
R001132,L03564,C002,2025-11-16,30,1
R001133,L03918,C001,2025-09-19,1,1
R001134,L03918,C001,2025-09-25,7,1
R001135,L03918,C001,2025-10-02,14,1
R001136,L03918,C001,2025-10-18,30,1
R001137,L02944,C005,2025-04-23,1,0
R001138,L02944,C005,2025-04-29,7,0
R001139,L02944,C005,2025-05-06,14,0
R001140,L02944,C005,2025-05-22,30,0
R001141,L01302,C007,2025-05-21,1,0
R001142,L01302,C007,2025-05-27,7,0
R001143,L01302,C007,2025-06-03,14,0
R001144,L01302,C007,2025-06-19,30,0
R001145,L00516,C006,2025-06-27,1,0
R001146,L00516,C006,2025-07-03,7,0
R001147,L00516,C006,2025-07-10,14,0
R001148,L00516,C006,2025-07-26,30,0
R001149,L00080,C004,2024-08-29,1,0
R001150,L00080,C004,2024-09-04,7,0
R001151,L00080,C004,2024-09-11,14,1
R001152,L00080,C004,2024-09-27,30,0
R001153,L03615,C007,2025-02-12,1,0
R001154,L03615,C007,2025-02-18,7,0
R001155,L03615,C007,2025-02-25,14,0
R001156,L03615,C007,2025-03-13,30,0
R001157,L01442,C008,2024-02-23,1,1
R001158,L01442,C008,2024-02-29,7,1
R001159,L01442,C008,2024-03-07,14,1
R001160,L01442,C008,2024-03-23,30,1
R001161,L00856,C008,2024-11-16,1,1
R001162,L00856,C008,2024-11-22,7,1
R001163,L00856,C008,2024-11-29,14,1
R001164,L00856,C008,2024-12-15,30,1
R001165,L01423,C002,2025-04-11,1,0
R001166,L01423,C002,2025-04-17,7,0
R001167,L01423,C002,2025-04-24,14,0
R001168,L01423,C002,2025-05-10,30,0
R001169,L02497,C002,2024-05-05,1,0
R001170,L02497,C002,2024-05-11,7,0
R001171,L02497,C002,2024-05-18,14,0
R001172,L02497,C002,2024-06-03,30,0
R001173,L03302,C006,2025-10-11,1,0
R001174,L03302,C006,2025-10-17,7,0
R001175,L03302,C006,2025-10-24,14,0
R001176,L03302,C006,2025-11-09,30,0
R001177,L00436,C007,2024-12-27,1,0
R001178,L00436,C007,2025-01-02,7,0
R001179,L00436,C007,2025-01-09,14,0
R001180,L00436,C007,2025-01-25,30,0
R001181,L03478,C006,2025-11-12,1,0
R001182,L03478,C006,2025-11-18,7,0
R001183,L03478,C006,2025-11-25,14,0
R001184,L03478,C006,2025-12-11,30,0
R001185,L01380,C001,2024-04-12,1,0
R001186,L01380,C001,2024-04-18,7,0
R001187,L01380,C001,2024-04-25,14,0
R001188,L01380,C001,2024-05-11,30,0
R001189,L02239,C007,2024-10-10,1,0
R001190,L02239,C007,2024-10-16,7,0
R001191,L02239,C007,2024-10-23,14,0
R001192,L02239,C007,2024-11-08,30,0
R001193,L03637,C010,2024-05-05,1,1
R001194,L03637,C010,2024-05-11,7,1
R001195,L03637,C010,2024-05-18,14,1
R001196,L03637,C010,2024-06-03,30,0
R001197,L00615,C008,2025-02-21,1,0
R001198,L00615,C008,2025-02-27,7,0
R001199,L00615,C008,2025-03-06,14,0
R001200,L00615,C008,2025-03-22,30,0
R001201,L03101,C001,2024-09-24,1,0
R001202,L03101,C001,2024-09-30,7,0
R001203,L03101,C001,2024-10-07,14,0
R001204,L03101,C001,2024-10-23,30,0
R001205,L03376,C004,2025-08-23,1,1
R001206,L03376,C004,2025-08-29,7,1
R001207,L03376,C004,2025-09-05,14,1
R001208,L03376,C004,2025-09-21,30,1
R001209,L00218,C006,2025-01-04,1,0
R001210,L00218,C006,2025-01-10,7,0
R001211,L00218,C006,2025-01-17,14,0
R001212,L00218,C006,2025-02-02,30,0
R001213,L03852,C003,2024-08-10,1,0
R001214,L03852,C003,2024-08-16,7,0
R001215,L03852,C003,2024-08-23,14,0
R001216,L03852,C003,2024-09-08,30,0
R001217,L03150,C010,2025-09-05,1,0
R001218,L03150,C010,2025-09-11,7,0
R001219,L03150,C010,2025-09-18,14,0
R001220,L03150,C010,2025-10-04,30,0
R001221,L02749,C002,2024-10-13,1,0
R001222,L02749,C002,2024-10-19,7,0
R001223,L02749,C002,2024-10-26,14,0
R001224,L02749,C002,2024-11-11,30,0
R001225,L03336,C006,2025-01-07,1,0
R001226,L03336,C006,2025-01-13,7,0
R001227,L03336,C006,2025-01-20,14,0
R001228,L03336,C006,2025-02-05,30,0
R001229,L01510,C010,2025-09-03,1,0
R001230,L01510,C010,2025-09-09,7,0
R001231,L01510,C010,2025-09-16,14,0
R001232,L01510,C010,2025-10-02,30,0
R001233,L02147,C007,2024-10-20,1,1
R001234,L02147,C007,2024-10-26,7,0
R001235,L02147,C007,2024-11-02,14,0
R001236,L02147,C007,2024-11-18,30,0
R001237,L00016,C009,2024-03-15,1,1
R001238,L00016,C009,2024-03-21,7,1
R001239,L00016,C009,2024-03-28,14,0
R001240,L00016,C009,2024-04-13,30,1
R001241,L02495,C005,2026-01-01,1,1
R001242,L02495,C005,2026-01-07,7,1
R001243,L02495,C005,2026-01-14,14,1
R001244,L02495,C005,2026-01-30,30,0
R001245,L01608,C005,2025-05-13,1,0
R001246,L01608,C005,2025-05-19,7,0
R001247,L01608,C005,2025-05-26,14,0
R001248,L01608,C005,2025-06-11,30,0
R001249,L00186,C005,2024-12-05,1,0
R001250,L00186,C005,2024-12-11,7,0
R001251,L00186,C005,2024-12-18,14,0
R001252,L00186,C005,2025-01-03,30,0
R001253,L03808,C004,2025-01-21,1,1
R001254,L03808,C004,2025-01-27,7,1
R001255,L03808,C004,2025-02-03,14,1
R001256,L03808,C004,2025-02-19,30,1
R001257,L03018,C008,2024-07-01,1,0
R001258,L03018,C008,2024-07-07,7,0
R001259,L03018,C008,2024-07-14,14,0
R001260,L03018,C008,2024-07-30,30,0
R001261,L02162,C004,2025-03-22,1,1
R001262,L02162,C004,2025-03-28,7,1
R001263,L02162,C004,2025-04-04,14,1
R001264,L02162,C004,2025-04-20,30,1
R001265,L01163,C009,2024-04-13,1,0
R001266,L01163,C009,2024-04-19,7,0
