learner_id,age,age_group,gender,region,device_type,signup_date
L00435,29,25-34,Male,Mpumalanga,Desktop,2024-06-05
L00436,30,25-34,Female,Mpumalanga,Desktop,2024-10-09
L00437,28,25-34,Female,KwaZulu-Natal,Mobile,2024-05-18
L00438,33,25-34,Female,Free State,Mobile,2024-11-18
L00439,38,35-44,Non-binary,Gauteng,Desktop,2025-04-22
L00440,30,25-34,Male,Gauteng,Tablet,2025-12-26
L00441,31,25-34,Female,Limpopo,Desktop,2024-03-15
L00442,33,25-34,Male,Free State,Desktop,2025-01-04
L00443,27,25-34,Female,Gauteng,Desktop,2025-12-12
L00444,35,35-44,Male,Western Cape,Desktop,2024-02-26
L00445,26,25-34,Male,Free State,Mobile,2024-06-04
L00446,18,18-24,Male,Limpopo,Desktop,2025-10-25
L00447,28,25-34,Male,Western Cape,Mobile,2025-05-03
L00448,29,25-34,Male,Eastern Cape,Mobile,2025-03-28
L00449,31,25-34,Male,Gauteng,Mobile,2024-06-21
L00450,33,25-34,Female,Western Cape,Mobile,2025-07-16
L00451,18,18-24,Female,Limpopo,Mobile,2025-06-05
L00452,46,45+,Female,Eastern Cape,Mobile,2025-09-21
L00453,40,35-44,Male,Limpopo,Desktop,2025-02-12
L00454,30,25-34,Female,Gauteng,Desktop,2024-12-04
L00455,29,25-34,Female,Free State,Mobile,2025-03-23
L00456,23,18-24,Male,KwaZulu-Natal,Mobile,2024-12-04
L00457,24,18-24,Male,Western Cape,Mobile,2025-10-25
L00458,20,18-24,Male,KwaZulu-Natal,Desktop,2024-05-25
L00459,21,18-24,Female,Gauteng,Desktop,2024-07-25
L00460,39,35-44,Female,Eastern Cape,Desktop,2024-11-02
L00461,34,25-34,Male,Mpumalanga,Desktop,2024-11-14
L00462,27,25-34,Male,Gauteng,Mobile,2025-08-20
L00463,29,25-34,Female,Free State,Mobile,2024-01-22
L00464,34,25-34,Male,Free State,Desktop,2024-05-22
L00465,18,18-24,Male,Free State,Mobile,2025-02-19
L00466,29,25-34,Male,Eastern Cape,Mobile,2024-04-10
L00467,35,35-44,Female,Eastern Cape,Desktop,2025-07-24
L00468,19,18-24,Female,Eastern Cape,Desktop,2025-04-14
L00469,33,25-34,Female,Western Cape,Desktop,2025-08-09
L00470,32,25-34,Male,Western Cape,Desktop,2024-12-23
L00471,18,18-24,Male,Western Cape,Mobile,2025-02-12
L00472,19,18-24,Female,Gauteng,Desktop,2025-04-10
L00473,35,35-44,Female,Eastern Cape,Mobile,2024-11-01
L00474,18,18-24,Male,Gauteng,Mobile,2024-02-16
L00475,18,18-24,Female,Gauteng,Desktop,2024-12-19
L00476,41,35-44,Female,North West,Mobile,2025-03-04
L00477,18,18-24,Male,Free State,Mobile,2025-05-31
L00478,26,25-34,Female,Free State,Desktop,2025-09-02
L00479,18,18-24,Female,Gauteng,Desktop,2025-07-16
L00480,27,25-34,Female,Mpumalanga,Desktop,2025-12-24
L00481,34,25-34,Male,KwaZulu-Natal,Mobile,2025-01-30
L00482,26,25-34,Female,Gauteng,Desktop,2025-12-14
L00483,40,35-44,Male,Western Cape,Mobile,2024-12-09
L00484,28,25-34,Non-binary,KwaZulu-Natal,Mobile,2024-10-30
L00485,32,25-34,Male,KwaZulu-Natal,Mobile,2025-12-02
L00486,30,25-34,Female,Western Cape,Mobile,2025-02-10
L00487,24,18-24,Female,Western Cape,Mobile,2024-09-29
L00488,31,25-34,Male,Western Cape,Mobile,2024-01-27
L00489,36,35-44,Non-binary,Eastern Cape,Desktop,2025-08-04
L00490,22,18-24,Male,Gauteng,Mobile,2024-11-28
L00491,18,18-24,Male,KwaZulu-Natal,Desktop,2024-12-19
L00492,47,45+,Male,Gauteng,Desktop,2025-05-23
L00493,37,35-44,Non-binary,Eastern Cape,Desktop,2025-08-18
L00494,25,25-34,Male,Gauteng,Mobile,2024-04-09
L00495,45,45+,Non-binary,Gauteng,Desktop,2024-08-23
L00496,18,18-24,Female,KwaZulu-Natal,Mobile,2025-12-12
L00497,18,18-24,Female,Gauteng,Mobile,2024-12-18
L00498,27,25-34,Female,Gauteng,Mobile,2024-05-31
L00499,25,25-34,Male,KwaZulu-Natal,Mobile,2025-11-29
L00500,18,18-24,Male,Mpumalanga,Mobile,2024-10-04
L00501,28,25-34,Male,Gauteng,Mobile,2024-09-10
L00502,21,18-24,Female,KwaZulu-Natal,Mobile,2025-08-03
L00503,33,25-34,Female,Gauteng,Tablet,2025-04-14
L00504,33,25-34,Female,Western Cape,Mobile,2024-12-12
L00505,24,18-24,Female,KwaZulu-Natal,Mobile,2025-12-01
L00506,30,25-34,Female,Eastern Cape,Mobile,2025-08-03
L00507,39,35-44,Female,KwaZulu-Natal,Desktop,2025-08-29
L00508,26,25-34,Male,Mpumalanga,Desktop,2025-06-28
L00509,29,25-34,Male,Eastern Cape,Desktop,2025-04-23
L00510,30,25-34,Male,Gauteng,Mobile,2024-10-05
L00511,18,18-24,Female,Gauteng,Desktop,2025-07-31
L00512,34,25-34,Female,Free State,Mobile,2024-04-18
L00513,39,35-44,Male,Gauteng,Mobile,2024-09-22
L00514,18,18-24,Female,Gauteng,Mobile,2025-07-02
L00515,18,18-24,Female,Mpumalanga,Mobile,2025-01-13
L00516,22,18-24,Female,Western Cape,Tablet,2025-06-18
L00517,29,25-34,Male,KwaZulu-Natal,Desktop,2025-10-12
L00518,18,18-24,Female,Gauteng,Mobile,2025-08-06
L00519,18,18-24,Male,KwaZulu-Natal,Desktop,2025-08-31
L00520,26,25-34,Male,Limpopo,Desktop,2024-08-23
L00521,43,35-44,Male,Western Cape,Mobile,2025-02-02
L00522,19,18-24,Male,North West,Tablet,2025-01-31
L00523,18,18-24,Male,North West,Desktop,2024-02-27
L00524,28,25-34,Male,Gauteng,Tablet,2025-08-12
L00525,18,18-24,Male,Western Cape,Desktop,2024-05-04
L00526,31,25-34,Female,Western Cape,Mobile,2024-05-04
L00527,26,25-34,Female,Western Cape,Mobile,2025-11-16
L00528,35,35-44,Female,Mpumalanga,Desktop,2024-06-27
L00529,32,25-34,Male,Gauteng,Mobile,2025-05-27
L00530,29,25-34,Male,Gauteng,Mobile,2025-08-18
L00531,26,25-34,Male,North West,Mobile,2025-07-19
L00532,37,35-44,Male,Limpopo,Tablet,2024-11-07
L00533,29,25-34,Female,Western Cape,Mobile,2024-05-15
L00534,40,35-44,Male,Gauteng,Mobile,2025-12-01
L00535,36,35-44,Female,Mpumalanga,Mobile,2025-04-07
L00536,22,18-24,Male,Gauteng,Desktop,2024-03-14
L00537,18,18-24,Male,KwaZulu-Natal,Desktop,2025-06-07
L00538,18,18-24,Female,Eastern Cape,Desktop,2025-05-15
L00539,33,25-34,Female,Gauteng,Mobile,2025-06-05
L00540,23,18-24,Male,North West,Mobile,2024-09-08
L00541,33,25-34,Female,KwaZulu-Natal,Mobile,2024-01-26
L00542,39,35-44,Female,Gauteng,Desktop,2024-02-23
L00543,19,18-24,Female,Eastern Cape,Desktop,2024-12-31
L00544,18,18-24,Female,Gauteng,Tablet,2024-12-06
L00545,32,25-34,Male,Gauteng,Mobile,2024-05-02
L00546,35,35-44,Male,Eastern Cape,Mobile,2024-07-03
L00547,30,25-34,Female,KwaZulu-Natal,Mobile,2025-07-19
L00548,32,25-34,Male,Gauteng,Mobile,2025-06-04
L00549,27,25-34,Male,Gauteng,Desktop,2025-09-16
L00550,24,18-24,Male,Gauteng,Desktop,2024-11-12
L00551,33,25-34,Female,Mpumalanga,Desktop,2025-12-27
L00552,30,25-34,Female,Limpopo,Mobile,2024-10-29
L00553,30,25-34,Male,Gauteng,Mobile,2025-08-18
L00554,30,25-34,Male,KwaZulu-Natal,Mobile,2025-01-11
L00555,38,35-44,Male,Mpumalanga,Mobile,2024-12-26
L00556,27,25-34,Male,Eastern Cape,Desktop,2024-09-18
L00557,25,25-34,Female,North West,Desktop,2025-04-19
L00558,28,25-34,Male,Gauteng,Mobile,2024-03-31
L00559,34,25-34,Male,KwaZulu-Natal,Mobile,2024-11-07
L00560,34,25-34,Male,Gauteng,Mobile,2025-02-14
L00561,40,35-44,Female,KwaZulu-Natal,Mobile,2025-02-18
L00562,37,35-44,Female,KwaZulu-Natal,Tablet,2025-07-16
L00563,23,18-24,Female,KwaZulu-Natal,Desktop,2024-08-13
L00564,33,25-34,Male,Gauteng,Tablet,2025-08-12
L00565,28,25-34,Male,Mpumalanga,Mobile,2024-01-25
L00566,30,25-34,Female,KwaZulu-Natal,Desktop,2025-04-03
L00567,38,35-44,Male,KwaZulu-Natal,Desktop,2024-02-14
L00568,33,25-34,Female,Gauteng,Desktop,2025-12-09
L00569,27,25-34,Female,KwaZulu-Natal,Mobile,2024-05-26
L00570,46,45+,Male,Limpopo,Mobile,2025-12-13
L00571,26,25-34,Female,KwaZulu-Natal,Mobile,2025-04-26
L00572,33,25-34,Male,Mpumalanga,Desktop,2024-08-25
L00573,22,18-24,Non-binary,Free State,Tablet,2024-02-13
L00574,20,18-24,Female,Free State,Mobile,2025-03-16
L00575,28,25-34,Female,Gauteng,Mobile,2024-06-26
L00576,21,18-24,Male,Western Cape,Mobile,2024-01-25
L00577,22,18-24,Female,KwaZulu-Natal,Tablet,2025-10-09
L00578,32,25-34,Female,Eastern Cape,Mobile,2025-04-15
L00579,24,18-24,Female,KwaZulu-Natal,Tablet,2025-08-02
L00580,32,25-34,Male,Mpumalanga,Desktop,2025-03-04
L00581,19,18-24,Female,Limpopo,Mobile,2025-12-11
L00582,39,35-44,Female,Eastern Cape,Mobile,2024-02-29
L00583,44,35-44,Female,KwaZulu-Natal,Mobile,2024-09-17
L00584,18,18-24,Male,Western Cape,Tablet,2025-06-20
L00585,39,35-44,Female,Western Cape,Tablet,2025-05-29
L00586,28,25-34,Male,Gauteng,Mobile,2025-05-09
L00587,22,18-24,Male,Western Cape,Desktop,2025-01-01
L00588,28,25-34,Female,Mpumalanga,Mobile,2025-09-10
L00589,44,35-44,Male,KwaZulu-Natal,Desktop,2025-09-24
L00590,28,25-34,Male,Gauteng,Desktop,2025-04-27
L00591,18,18-24,Male,Western Cape,Mobile,2024-06-07
L00592,34,25-34,Male,Gauteng,Mobile,2024-11-13
L00593,23,18-24,Female,Gauteng,Mobile,2025-04-11
L00594,41,35-44,Female,Gauteng,Desktop,2024-03-27
L00595,26,25-34,Male,Gauteng,Desktop,2024-08-05
L00596,31,25-34,Male,Gauteng,Mobile,2024-09-10
L00597,36,35-44,Female,Gauteng,Mobile,2025-12-13
L00598,34,25-34,Female,Gauteng,Mobile,2024-11-17
L00599,33,25-34,Female,Western Cape,Desktop,2025-05-24
L00600,38,35-44,Male,Eastern Cape,Tablet,2024-08-16
L00601,31,25-34,Female,Western Cape,Mobile,2024-12-17
L00602,30,25-34,Male,Gauteng,Mobile,2025-09-04
L00603,32,25-34,Female,Mpumalanga,Mobile,2025-07-24
L00604,37,35-44,Male,North West,Mobile,2025-01-05
L00605,33,25-34,Female,KwaZulu-Natal,Mobile,2024-06-06
L00606,28,25-34,Female,Gauteng,Mobile,2025-12-29
L00607,39,35-44,Male,Limpopo,Mobile,2024-06-10
L00608,25,25-34,Male,North West,Mobile,2024-03-16
L00609,26,25-34,Female,Gauteng,Desktop,2024-06-21
L00610,37,35-44,Female,Limpopo,Desktop,2025-08-18
L00611,23,18-24,Male,Eastern Cape,Desktop,2024-05-25
L00612,45,45+,Male,Western Cape,Desktop,2024-03-18
L00613,32,25-34,Female,Gauteng,Mobile,2025-10-26
L00614,23,18-24,Male,Gauteng,Desktop,2025-03-22
L00615,34,25-34,Male,Gauteng,Mobile,2025-01-22
L00616,32,25-34,Male,Gauteng,Desktop,2025-11-30
L00617,27,25-34,Male,KwaZulu-Natal,Mobile,2024-09-21
L00618,20,18-24,Female,Western Cape,Mobile,2024-04-06
L00619,33,25-34,Female,Western Cape,Mobile,2024-03-06
L00620,30,25-34,Male,Free State,Mobile,2025-02-10
L00621,29,25-34,Female,Gauteng,Desktop,2024-10-13
L00622,29,25-34,Female,Gauteng,Desktop,2024-04-24
L00623,38,35-44,Male,Limpopo,Tablet,2025-05-15
L00624,22,18-24,Female,Gauteng,Mobile,2025-05-05
L00625,18,18-24,Non-binary,Western Cape,Desktop,2024-08-06
L00626,28,25-34,Male,Gauteng,Desktop,2024-06-03
L00627,24,18-24,Female,Western Cape,Desktop,2025-08-06
L00628,33,25-34,Female,Western Cape,Mobile,2024-02-10
L00629,51,45+,Female,Gauteng,Mobile,2025-10-17
L00630,32,25-34,Female,Mpumalanga,Mobile,2025-11-29
L00631,29,25-34,Male,KwaZulu-Natal,Tablet,2024-06-21
L00632,25,25-34,Male,North West,Mobile,2025-04-27
L00633,32,25-34,Female,Gauteng,Mobile,2024-11-01
L00634,32,25-34,Male,Western Cape,Desktop,2024-07-31
L00635,18,18-24,Female,Gauteng,Mobile,2024-07-19
L00636,22,18-24,Male,KwaZulu-Natal,Desktop,2024-01-20
L00637,21,18-24,Male,Mpumalanga,Mobile,2024-05-13
L00638,27,25-34,Female,Limpopo,Mobile,2024-09-11
L00639,33,25-34,Male,Gauteng,Mobile,2025-04-09
L00640,29,25-34,Male,Mpumalanga,Mobile,2025-12-28
L00641,31,25-34,Female,Gauteng,Desktop,2025-03-22
L00642,36,35-44,Male,Western Cape,Desktop,2024-10-18
L00643,24,18-24,Male,KwaZulu-Natal,Mobile,2024-02-12
L00644,23,18-24,Female,Gauteng,Mobile,2024-06-01
L00645,43,35-44,Male,KwaZulu-Natal,Desktop,2024-07-27
L00646,33,25-34,Female,Gauteng,Mobile,2024-09-25
L00647,25,25-34,Female,Eastern Cape,Desktop,2024-02-21
L00648,18,18-24,Female,Limpopo,Mobile,2024-06-12
L00649,42,35-44,Female,Gauteng,Mobile,2024-02-02
L00650,30,25-34,Male,Gauteng,Mobile,2024-11-07
L00651,36,35-44,Female,Mpumalanga,Desktop,2024-05-25
L00652,34,25-34,Male,Mpumalanga,Mobile,2024-12-01
L00653,30,25-34,Female,Gauteng,Mobile,2024-04-27
L00654,24,18-24,Female,Limpopo,Mobile,2024-01-09
L00655,33,25-34,Non-binary,Gauteng,Desktop,2024-02-25
L00656,32,25-34,Male,Gauteng,Desktop,2024-08-04
L00657,35,35-44,Male,Western Cape,Desktop,2024-09-15
L00658,23,18-24,Female,Gauteng,Mobile,2025-10-21
L00659,20,18-24,Non-binary,Western Cape,Desktop,2024-02-17
L00660,26,25-34,Female,Gauteng,Mobile,2024-11-10
L00661,48,45+,Female,KwaZulu-Natal,Mobile,2024-01-21
L00662,18,18-24,Female,Limpopo,Mobile,2025-05-03
L00663,27,25-34,Male,Western Cape,Desktop,2024-01-22
L00664,19,18-24,Female,Free State,Desktop,2025-11-01
L00665,20,18-24,Male,Eastern Cape,Mobile,2025-09-02
L00666,30,25-34,Female,Western Cape,Mobile,2024-11-10
L00667,37,35-44,Male,KwaZulu-Natal,Mobile,2024-03-23
L00668,22,18-24,Male,KwaZulu-Natal,Desktop,2024-03-20
L00669,40,35-44,Female,Gauteng,Mobile,2024-02-11
L00670,28,25-34,Female,Gauteng,Mobile,2025-05-04
L00671,34,25-34,Male,KwaZulu-Natal,Desktop,2024-01-24
L00672,22,18-24,Male,Western Cape,Mobile,2025-09-18
L00673,28,25-34,Male,Gauteng,Mobile,2025-07-20
L00674,40,35-44,Male,Gauteng,Desktop,2024-05-10
L00675,24,18-24,Female,Gauteng,Desktop,2024-06-04
L00676,31,25-34,Male,KwaZulu-Natal,Mobile,2024-09-28
L00677,25,25-34,Male,Eastern Cape,Mobile,2024-06-09
L00678,38,35-44,Male,Gauteng,Mobile,2025-01-29
L00679,30,25-34,Male,Western Cape,Mobile,2025-05-27
L00680,23,18-24,Female,North West,Desktop,2025-11-04
L00681,23,18-24,Male,Gauteng,Mobile,2025-09-29
L00682,36,35-44,Female,Gauteng,Mobile,2025-02-09
L00683,29,25-34,Male,Gauteng,Tablet,2025-09-27
L00684,34,25-34,Female,Gauteng,Mobile,2025-07-30
L00685,19,18-24,Female,Mpumalanga,Mobile,2024-02-28
L00686,40,35-44,Female,Eastern Cape,Mobile,2024-06-29
L00687,41,35-44,Female,Gauteng,Mobile,2024-08-19
L00688,39,35-44,Female,Gauteng,Tablet,2024-10-28
L00689,30,25-34,Female,KwaZulu-Natal,Tablet,2025-03-15
L00690,20,18-24,Female,Free State,Mobile,2024-07-02
L00691,37,35-44,Male,Limpopo,Mobile,2024-01-11
L00692,26,25-34,Female,Limpopo,Tablet,2025-05-17
L00693,35,35-44,Male,Gauteng,Desktop,2025-07-11
L00694,24,18-24,Male,Eastern Cape,Mobile,2025-03-25
L00695,26,25-34,Male,Gauteng,Mobile,2024-04-06
L00696,32,25-34,Female,KwaZulu-Natal,Mobile,2024-10-02
L00697,34,25-34,Female,Mpumalanga,Mobile,2024-03-10
L00698,22,18-24,Male,Gauteng,Mobile,2025-03-22
L00699,31,25-34,Male,Limpopo,Mobile,2024-03-11
L00700,30,25-34,Male,Gauteng,Mobile,2024-11-08
L00701,27,25-34,Female,Gauteng,Desktop,2025-04-10
L00702,24,18-24,Male,Eastern Cape,Mobile,2025-08-30
L00703,20,18-24,Female,Eastern Cape,Desktop,2025-06-19
L00704,21,18-24,Male,KwaZulu-Natal,Mobile,2025-05-24
L00705,27,25-34,Female,Northern Cape,Desktop,2025-02-24
L00706,27,25-34,Female,Limpopo,Desktop,2025-04-15
L00707,34,25-34,Female,Mpumalanga,Desktop,2024-07-16
L00708,30,25-34,Female,Mpumalanga,Desktop,2025-12-31
L00709,54,45+,Male,Gauteng,Mobile,2024-06-30
L00710,28,25-34,Female,Gauteng,Desktop,2025-06-30
L00711,34,25-34,Female,KwaZulu-Natal,Mobile,2025-10-12
L00712,37,35-44,Non-binary,Mpumalanga,Mobile,2024-12-30
L00713,24,18-24,Female,Western Cape,Tablet,2024-10-03
L00714,29,25-34,Female,KwaZulu-Natal,Mobile,2025-06-04
L00715,24,18-24,Male,Mpumalanga,Desktop,2024-07-14
L00716,25,25-34,Male,Western Cape,Desktop,2024-03-31
L00717,19,18-24,Female,KwaZulu-Natal,Mobile,2025-10-09
L00718,33,25-34,Male,Gauteng,Tablet,2024-07-10
L00719,43,35-44,Male,Free State,Mobile,2024-01-30
L00720,42,35-44,Male,Eastern Cape,Desktop,2025-11-08
L00721,30,25-34,Female,Gauteng,Mobile,2025-04-19
L00722,18,18-24,Female,Limpopo,Desktop,2025-03-13
L00723,26,25-34,Female,Gauteng,Mobile,2024-02-29
L00724,34,25-34,Female,Limpopo,Mobile,2024-11-01
L00725,27,25-34,Male,Mpumalanga,Desktop,2025-09-21
L00726,29,25-34,Male,Mpumalanga,Mobile,2024-01-16
L00727,28,25-34,Female,Eastern Cape,Mobile,2025-09-18
L00728,19,18-24,Female,Mpumalanga,Desktop,2024-02-05
L00729,24,18-24,Female,Limpopo,Desktop,2025-08-04
L00730,34,25-34,Male,Gauteng,Mobile,2024-05-19
L00731,27,25-34,Female,Gauteng,Tablet,2025-01-26
L00732,23,18-24,Male,Limpopo,Desktop,2024-02-26
L00733,25,25-34,Male,Eastern Cape,Mobile,2025-06-09
L00734,24,18-24,Male,Gauteng,Mobile,2024-12-25
L00735,18,18-24,Female,Western Cape,Mobile,2025-07-26
L00736,35,35-44,Female,Western Cape,Mobile,2024-08-25
L00737,20,18-24,Female,Western Cape,Desktop,2024-09-28
L00738,37,35-44,Male,Gauteng,Desktop,2024-11-12
L00739,30,25-34,Female,Gauteng,Mobile,2024-09-22
L00740,38,35-44,Female,Gauteng,Mobile,2024-02-27
L00741,27,25-34,Male,Eastern Cape,Mobile,2025-10-26
L00742,30,25-34,Male,Western Cape,Tablet,2025-05-13
L00743,26,25-34,Female,Mpumalanga,Desktop,2024-01-21
L00744,29,25-34,Non-binary,Gauteng,Mobile,2025-03-12
L00745,30,25-34,Male,Mpumalanga,Mobile,2025-12-30
L00746,18,18-24,Male,Western Cape,Desktop,2025-09-02
L00747,27,25-34,Female,Gauteng,Desktop,2025-11-29
L00748,31,25-34,Female,Gauteng,Mobile,2025-09-23
L00749,25,25-34,Male,KwaZulu-Natal,Tablet,2025-06-19
L00750,18,18-24,Male,Limpopo,Mobile,2025-12-11
L00751,46,45+,Male,Western Cape,Desktop,2025-08-21
L00752,29,25-34,Female,Gauteng,Mobile,2024-09-27
L00753,26,25-34,Male,Gauteng,Desktop,2024-02-25
L00754,27,25-34,Female,Limpopo,Mobile,2024-10-11
L00755,39,35-44,Female,Free State,Mobile,2025-04-25
L00756,37,35-44,Male,Gauteng,Tablet,2024-03-11
L00757,33,25-34,Female,Gauteng,Mobile,2024-02-18
L00758,40,35-44,Male,Free State,Tablet,2025-05-23
L00759,27,25-34,Male,Eastern Cape,Mobile,2024-10-09
L00760,32,25-34,Female,Western Cape,Desktop,2024-05-14
L00761,38,35-44,Female,Eastern Cape,Mobile,2025-02-24
L00762,31,25-34,Male,Gauteng,Mobile,2025-08-27
L00763,30,25-34,Male,Mpumalanga,Tablet,2025-03-04
L00764,27,25-34,Female,Western Cape,Tablet,2024-02-06
L00765,18,18-24,Female,Eastern Cape,Desktop,2025-10-21
L00766,30,25-34,Female,Free State,Desktop,2024-06-09
L00767,35,35-44,Male,Gauteng,Mobile,2025-10-26
L00768,44,35-44,Male,Gauteng,Mobile,2024-05-27
L00769,18,18-24,Male,Mpumalanga,Tablet,2025-06-08
L00770,18,18-24,Female,Gauteng,Tablet,2025-06-02
L00771,32,25-34,Male,KwaZulu-Natal,Tablet,2025-11-16
L00772,40,35-44,Female,KwaZulu-Natal,Mobile,2024-04-19
L00773,34,25-34,Female,Gauteng,Desktop,2024-09-03
L00774,18,18-24,Female,Western Cape,Desktop,2024-10-22
L00775,22,18-24,Male,Free State,Mobile,2025-07-20
L00776,18,18-24,Male,Gauteng,Mobile,2024-09-09
L00777,27,25-34,Male,KwaZulu-Natal,Mobile,2024-04-30
L00778,29,25-34,Female,Gauteng,Mobile,2025-04-08
L00779,32,25-34,Male,Mpumalanga,Mobile,2025-04-29
L00780,25,25-34,Male,KwaZulu-Natal,Mobile,2025-07-25
L00781,22,18-24,Female,Gauteng,Mobile,2024-05-16
L00782,35,35-44,Male,Gauteng,Mobile,2024-05-29
L00783,18,18-24,Female,KwaZulu-Natal,Mobile,2024-06-23
L00784,18,18-24,Female,Gauteng,Mobile,2024-07-05
L00785,25,25-34,Male,Limpopo,Mobile,2025-12-05
L00786,32,25-34,Male,Gauteng,Mobile,2025-06-09
L00787,34,25-34,Male,KwaZulu-Natal,Mobile,2025-04-30
L00788,28,25-34,Male,KwaZulu-Natal,Desktop,2025-09-23
L00789,31,25-34,Male,Eastern Cape,Mobile,2024-04-11
L00790,35,35-44,Female,Gauteng,Desktop,2024-02-18
L00791,32,25-34,Female,North West,Desktop,2025-10-29
L00792,20,18-24,Female,KwaZulu-Natal,Mobile,2024-04-23
L00793,34,25-34,Male,Western Cape,Mobile,2024-03-17
L00794,18,18-24,Male,Western Cape,Mobile,2025-11-02
L00795,26,25-34,Male,Gauteng,Mobile,2024-11-24
L00796,18,18-24,Male,Gauteng,Tablet,2025-02-10
L00797,34,25-34,Male,KwaZulu-Natal,Mobile,2024-10-21
L00798,18,18-24,Male,Gauteng,Desktop,2024-11-10
L00799,34,25-34,Female,Limpopo,Desktop,2024-07-19
L00800,29,25-34,Female,Gauteng,Desktop,2024-03-22
L00801,46,45+,Male,Gauteng,Mobile,2025-08-19
L00802,39,35-44,Male,Gauteng,Desktop,2024-04-17
L00803,25,25-34,Male,Limpopo,Mobile,2024-12-06
L00804,23,18-24,Male,KwaZulu-Natal,Mobile,2025-10-29
L00805,34,25-34,Female,Gauteng,Mobile,2025-05-21
L00806,18,18-24,Female,KwaZulu-Natal,Mobile,2025-07-30
L00807,26,25-34,Male,Eastern Cape,Mobile,2024-10-13
L00808,23,18-24,Female,KwaZulu-Natal,Desktop,2025-06-04
L00809,29,25-34,Male,Gauteng,Mobile,2024-04-19
L00810,37,35-44,Male,Free State,Desktop,2025-05-17
L00811,36,35-44,Male,Gauteng,Mobile,2025-05-23
L00812,21,18-24,Female,Mpumalanga,Mobile,2024-07-21
L00813,33,25-34,Male,Gauteng,Desktop,2025-11-01
L00814,28,25-34,Female,Gauteng,Mobile,2024-06-23
L00815,24,18-24,Female,Gauteng,Desktop,2024-10-19
L00816,27,25-34,Male,KwaZulu-Natal,Mobile,2025-02-25
L00817,29,25-34,Female,Gauteng,Tablet,2025-05-19
L00818,18,18-24,Male,Free State,Mobile,2024-03-21
L00819,23,18-24,Female,Gauteng,Mobile,2024-09-15
L00820,27,25-34,Male,Eastern Cape,Mobile,2025-07-25
L00821,37,35-44,Male,Gauteng,Desktop,2024-04-05
L00822,48,45+,Male,Western Cape,Desktop,2025-08-03
L00823,34,25-34,Female,Gauteng,Mobile,2025-11-20
L00824,30,25-34,Female,Limpopo,Desktop,2024-05-24
L00825,37,35-44,Male,Gauteng,Mobile,2024-09-01
L00826,44,35-44,Female,Gauteng,Mobile,2025-11-03
L00827,22,18-24,Non-binary,KwaZulu-Natal,Desktop,2024-01-20
L00828,18,18-24,Female,Western Cape,Desktop,2025-09-29
L00829,30,25-34,Male,Gauteng,Mobile,2024-07-25
L00830,47,45+,Male,Gauteng,Desktop,2024-04-26
L00831,37,35-44,Female,Limpopo,Desktop,2025-12-11
L00832,30,25-34,Male,Gauteng,Mobile,2025-08-30
L00833,21,18-24,Female,KwaZulu-Natal,Desktop,2024-12-31
L00834,31,25-34,Male,Limpopo,Desktop,2024-03-04
L00835,18,18-24,Female,Gauteng,Mobile,2024-08-10
L00836,34,25-34,Male,KwaZulu-Natal,Desktop,2025-06-14
L00837,27,25-34,Male,Gauteng,Mobile,2025-08-30
L00838,26,25-34,Male,Western Cape,Tablet,2025-11-29
L00839,31,25-34,Female,Gauteng,Mobile,2024-08-07
L00840,33,25-34,Female,Western Cape,Desktop,2024-01-10
L00841,32,25-34,Male,Western Cape,Mobile,2024-12-05
L00842,18,18-24,Female,Mpumalanga,Mobile,2025-04-21
L00843,39,35-44,Male,North West,Mobile,2024-05-22
L00844,31,25-34,Male,Eastern Cape,Desktop,2024-09-18
L00845,20,18-24,Female,Eastern Cape,Mobile,2025-09-27
L00846,37,35-44,Female,Mpumalanga,Desktop,2025-07-16
L00847,22,18-24,Female,Gauteng,Mobile,2025-01-10
L00848,18,18-24,Female,Gauteng,Mobile,2025-03-04
L00849,36,35-44,Male,Free State,Mobile,2025-02-19
L00850,28,25-34,Female,KwaZulu-Natal,Desktop,2024-09-12
L00851,45,45+,Female,Western Cape,Mobile,2025-12-22
L00852,39,35-44,Female,Mpumalanga,Mobile,2025-09-18
L00853,18,18-24,Female,Gauteng,Mobile,2024-03-16
L00854,31,25-34,Male,Eastern Cape,Mobile,2024-02-01
L00855,25,25-34,Non-binary,Gauteng,Mobile,2025-05-24
L00856,29,25-34,Female,KwaZulu-Natal,Desktop,2024-09-20
L00857,24,18-24,Female,Limpopo,Mobile,2025-06-23
L00858,24,18-24,Male,KwaZulu-Natal,Desktop,2024-11-13
L00859,39,35-44,Female,Gauteng,Desktop,2025-11-01
L00860,23,18-24,Male,Gauteng,Mobile,2025-01-04
L00861,30,25-34,Male,KwaZulu-Natal,Desktop,2024-01-24
L00862,30,25-34,Male,KwaZulu-Natal,Desktop,2024-09-12
L00863,32,25-34,Male,Gauteng,Mobile,2024-05-01
L00864,29,25-34,Male,Free State,Tablet,2024-12-19
L00865,22,18-24,Female,Western Cape,Desktop,2024-05-10
L00866,18,18-24,Female,KwaZulu-Natal,Mobile,2025-10-17
L00867,23,18-24,Female,Mpumalanga,Mobile,2024-03-23
L00868,23,18-24,Female,Mpumalanga,Desktop,2024-04-17
L00869,30,25-34,Female,KwaZulu-Natal,Mobile,2024-10-18
L00870,19,18-24,Female,Gauteng,Desktop,2025-04-29
